epoch,loss,w1,w2,w3,w4,w5,w6,b1,b2,b3
220,0.00914244135458627,1.2614661047733962,1.243292395042167,-0.3802180721497499,-1.9928168158554485,-2.699751997085891,2.0658115950280167,1.352858342337992,-0.6971298561553344,0.45836819075462026
230,0.00863128484261571,1.2703028392466318,1.2477107622781272,-0.38925185709787424,-1.9973336697995046,-2.730597337632725,2.0951166107175787,1.348439975103875,-0.6926130477256254,0.457502882201364
240,0.008171417931976385,1.2785794792300884,1.2518490822693147,-0.3977446982268429,-2.0015800588582695,-2.759882475884277,2.122960697201921,1.3443016551142006,-0.6883666958919142,0.45668636224331033
250,0.007755706185910986,1.2863557657275755,1.2557372255176096,-0.4057511245782457,-2.005583245985373,-2.7877507401377972,2.1494772074442845,1.3404135118671632,-0.6843635395486505,0.45591448659974493
260,0.007378254002899815,1.293682821782003,1.2594007535444465,-0.41331824383993643,-2.0093667838628417,-2.8143271258994,2.1747824606305834,1.3367499838413814,-0.6805800273842428,0.4551835332670216
270,0.007034150951088623,1.3006046834568201,1.262861684381537,-0.4204869823956652,-2.0129511348083367,-2.8397212271457786,2.1989784725168606,1.3332890530051857,-0.6769956981123297,0.4544901600858638
280,0.006719277207232579,1.307159512948274,1.266139099126992,-0.42729308426389173,-2.0163541701644325,-2.8640296150730284,2.222155168196986,1.3300116382604938,-0.6735926811769198,0.45383136437329097
290,0.0064301528060601056,1.31338056842857,1.269249626866906,-0.43376792160873845,-2.019591575498521,-2.8873377826546833,2.2443921890773626,1.3269011105212378,-0.6703552916179805,0.4532044456636961
300,0.006163819724365824,1.3192969858832735,1.2722078355940543,-0.43993915689041946,-2.0226771816388607,-2.90972174526523,2.265760379035408,1.3239429017946596,-0.6672696990815575,0.4526069719603981
310,0.005917748829615954,1.324934414311821,1.2750265498081514,-0.4458312873531106,-2.0256232368904885,-2.9312493667963135,2.286323014934929,1.3211241875810598,-0.6643236556368844,0.4520367495324994
320,0.005689765840762605,1.3303155355663396,1.2777171104352554,-0.4514660955426222,-2.028440632273747,-2.951981465101408,2.3061368319079407,1.3184336269543926,-0.6615062705618123,0.4514917960932338
330,0.005477991959046686,1.3354604926946467,1.2802895889992718,-0.4568630242711906,-2.0311390889917553,-2.9719727388364725,2.3252528827086114,1.315861148390761,-0.658807822892928,0.45097031709795954
340,0.005280795915251722,1.3403872451604384,1.2827529652320466,-0.4620394904465252,-2.0337273153338544,-2.9912725488098997,2.343717262022202,1.3133977721583288,-0.6562196045351898,0.45047068486111036
350,0.005096754972985868,1.3451118652030856,1.285115275253262,-0.4670111491273997,-2.0362131386950657,-3.009925580089483,2.3615717201708124,1.3110354621374183,-0.6537337882522816,0.44999142018644783
360,0.0049246230110844055,1.3496487864958553,1.2873837358995495,-0.4717921168190118,-2.0386036172174578,-3.027972405810688,2.378854185693857,1.3087670014914028,-0.651343316032707,0.44953117621844274
370,0.004763304241549494,1.3540110138982282,1.2895648496006487,-0.47639516120277514,-2.0409051346502016,-3.0454499695049537,2.39559921242712,1.3065858877905483,-0.6490418042354521,0.449088724245294
380,0.004611831444079987,1.3582103012841182,1.2916644932935155,-0.4808318630781401,-2.0431234813167296,-3.0623919995353415,2.411838363691028,1.3044862440979026,-0.6468234626272316,0.448662941210499
390,0.004469347843489677,1.3622573030250296,1.293687994163901,-0.4851127551828121,-2.045263923521934,-3.0788293666796727,2.427600543826753,1.3024627432277185,-0.6446830249787405,0.4482527987168829
400,0.0043350919430507635,1.3661617036144023,1.2956401944585225,-0.48924744168105233,-2.047331263294024,-3.0947903938807597,2.4429122854397853,1.3005105429332784,-0.6426156893255043,0.4478573533328392
410,0.004208384770057413,1.3699323290623344,1.29752550718243,-0.4932447014140096,-2.0493298900078734,-3.1103011255712,2.457797999212954,1.2986252302095356,-0.6406170663466682,0.4474757380343685
420,0.00408861910058957,1.373577243013246,1.2993479641578323,-0.4971125774508012,-2.051263825159121,-3.1253855626865588,2.472280191950163,1.2968027732342842,-0.6386831345926096,0.44710715463798045
430,0.0039752503165562374,1.3771038300015719,1.3011112576519457,-0.5008584550335432,-2.0531367613355185,-3.1400658684370666,2.4863796575442807,1.2950394797403093,-0.6368102015149554,0.4467508670985663
440,0.003867788615502586,1.3805188678311218,1.3028187765666752,-0.5044891296501943,-2.054952096252418,-3.154362549061572,2.500115644778148,1.2933319608257066,-0.6349948694322018,0.44640619556306427
450,0.003765792346759914,1.3838285907186614,1.3044736380104036,-0.5080108666777916,-2.0567129625736333,-3.1682946130976775,2.5135060052287437,1.2916770993820959,-0.6332340057097572,0.4460725110853071
460,0.003668862289584021,1.3870387445634775,1.3060787149327728,-0.5114294538014109,-2.0584222541202895,-3.181879712137146,2.5265673240216193,1.290072022459835,-0.6315247165518154,0.4457492309200775
470,0.0035766367224430444,1.3901546354783445,1.3076366603901703,-0.514750247220059,-2.060082648973267,-3.1951342655710073,2.5393150357526215,1.288514077002538,-0.6298643238995252,0.4454358143253164
480,0.0034887871594602646,1.3931811725326018,1.3091499289172661,-0.5179782124911505,-2.061696629895019,-3.208073571444935,2.5517635275388306,1.2870008084755353,-0.6282503450096689,0.44513175881085854
490,0.0034050146516287965,1.3961229055066258,1.3106207954042484,-0.5211179607335413,-2.063266502430728,-3.2207119052269584,2.5639262308659942,1.2855299419886408,-0.6266804743539075,0.4448365967801874
500,0.0033250465678974386,1.3989840583323148,1.3120513718170654,-0.5241737807999477,-2.06479441099424,-3.233062608024318,2.575815703654428,1.2840993655759054,-0.6251525675332055,0.4445498925187067
510,0.0032486337854363083,1.4017685587910824,1.3134436220464218,-0.527149667938793,-2.0662823531987313,-3.2451381655644242,2.587443703760208,1.2827071153466243,-0.62366462694744,0.4442712394880484
520,0.003175548229990352,1.4044800649552414,1.3147993751284754,-0.5300493493896704,-2.0677321926542445,-3.2569502790687337,2.598821254956327,1.2813513622646404,-0.622214788998114,0.4440002578911396
530,0.003105580716739144,1.4071219887872823,1.3161203370444727,-0.5328763072930691,-2.069145670422376,-3.268509928991524,2.609958706293568,1.28003040034871,-0.6208013126338697,0.4437365924772325
540,0.003038539049911126,1.4096975172518296,1.317408101276725,-0.5356337992415316,-2.0705244152917044,-3.2798274324630343,2.6208657856182,1.278742636116519,-0.6194225690752299,0.4434799105599697
550,0.0029742463458707663,1.4122096312448804,1.3186641582732301,-0.5383248767542972,-2.071869953014993,-3.290912495164073,2.631551647919812,1.2774865791200702,-0.6180770325775465,0.4432299002249087
560,0.002912539549766331,1.4146611226026757,1.3198899039521093,-0.5409524019192714,-2.0731837146300696,-3.3017742582635807,2.6420249190941036,1.276260833441245,-0.6167632721102474,0.44298626870582125
570,0.0028532681202955244,1.4170546094167948,1.3210866473591523,-0.5435190624137192,-2.074467043970076,-3.312421340969103,2.6522937356301295,1.2750640900342534,-0.6154799438466861,0.4427487409115965
580,0.002796292860882,1.4193925498517432,1.32225561757661,-0.5460273850874288,-2.0757212044549793,-3.3228618791703015,2.66236578066684,1.2738951198168436,-0.6142257843727325,0.44251705808775177
590,0.0027414848786871723,1.421677254635483,1.323397969968463,-0.5484797482684655,-2.076947385244376,-3.333103560595756,2.6722483168084303,1.2727527674250334,-0.6129996045340389,0.4422909765984549
600,0.002688724655516291,1.4239108983713638,1.324514791836387,-0.5508783929314043,-2.078146706821555,-3.3431536568517584,2.6819482160402854,1.2716359455571504,-0.6118002838520524,0.44207026681660583
610,0.00263790121690034,1.4260955298010038,1.325607107551192,-0.5532254328505322,-2.079320226070046,-3.353019052667301,2.691471987046155,1.2705436298423853,-0.6106267654475234,0.44185471211096705
620,0.002588911387516957,1.428233081131542,1.3266758832164476,-0.555522863845526,-2.080468940896416,-3.362706272631019,2.700825800191588,1.2694748541771672,-0.60947805141776,0.4416441079205864
630,0.002541659122710235,1.4303253765267092,1.3277220309140179,-0.5577725722141851,-2.0815937944465985,-3.3722215056724534,2.7100155104078087,1.2684287064796322,-0.6083531986203462,0.4414382609078562
640,0.002496054907228901,1.4323741398491612,1.3287464125752313,-0.5599763424355841,-2.082695678957431,-3.3815706275110258,2.719046678183289,1.267404324818452,-0.6072513148216367,0.441236988182514
650,0.0024520152134628625,1.434381001731123,1.3297498435162003,-0.5621358642172972,-2.0837754392802466,-3.3907592212708,2.727924588846941,1.2664008938775144,-0.6061715551732093,0.4410401165897384
660,0.0024094620124509615,1.4363475060413688,1.3307330956713124,-0.5642527389518794,-2.0848338761090814,-3.3997925964370808,2.7366542703063663,1.2654176417224319,-0.6051131189836786,0.4408474820562321
670,0.0023683223317851605,1.4382751158087104,1.331696900554973,-0.5663284856404317,-2.0858717489424414,-3.4086758063115563,2.745240509386753,1.2644538368388016,-0.604075246756963,0.4406589289888422
680,0.0023285278552693397,1.4401652186553537,1.3326419519782846,-0.5683645463346207,-2.08688977880429,-3.417413664105779,2.753687866900242,1.263508785415519,-0.6030572174713184,0.44047430972084306
690,0.0022900145598227645,1.4420191317875126,1.333568908544354,-0.5703622911428957,-2.0878886507471344,-3.4260107577978585,2.7620006915618758,1.2625818288494766,-0.6020583460762667,0.44029348400151513
700,0.0022527223856647492,1.4438381065854464,1.3344783959433124,-0.5723230228416892,-2.08886901615762,-3.4344714638641602,2.770183132856023,1.2616723414505444,-0.6010779811870297,0.4401163185251076
710,0.002216594936289835,1.4456233328305181,1.3353710090658404,-0.5742479811280441,-2.0898314948828167,-3.4427999599862313,2.778239152946481,1.2607797283280409,-0.6001155029582461,0.4399426864956665
720,0.0021815792051539376,1.447375942602835,1.336247313951992,-0.5761383465462718,-2.0907766771935545,-3.451000236822947,2.786172537713962,1.2599034234419129,-0.5991703211206685,0.4397724672245691
730,0.0021476253263488726,1.449097013879513,1.3371078495903237,-0.5779952441178775,-2.091705125599359,-3.4590761089288273,2.793986906996282,1.2590428878036033,-0.5982418731662245,0.4396055457579171
740,0.0021146863468543007,1.450787573860469,1.337953129580795,-0.5798197467009851,-2.092617376528157,-3.467031224891435,2.801685724099117,1.2581976078131536,-0.5973296226683252,0.4394418125312209
750,0.002082718018228278,1.4524486020458947,1.3387836436735006,-0.5816128781028576,-2.0935139418825384,-3.4748690767536368,2.8092723046385655,1.257367093720468,-0.5964330577256238,0.4392811630490605
760,0.002051678605835468,1.4540810330871146,1.3395998591941045,-0.5833756159667634,-2.0943953104831703,-3.482593008780169,2.81674982477085,1.256550878199884,-0.5955516895185995,0.4391234975876234
770,0.002021528713921212,1.4556857594303767,1.340402222365729,-0.5851088944523406,-2.0952619494089744,-3.4902062256222566,2.824121328859267,1.2557485150282774,-0.5946850509693911,0.4389687209182285
780,0.001992231125022637,1.4572636337711895,1.3411911595361306,-0.5868136067267664,-2.0961143052427094,-3.497711799929013,2.8313897366237515,1.254959577857895,-0.5938326954962249,0.43881674205011356
790,0.0019637506523698237,1.4588154713351187,1.3419670783180908,-0.5884906072823771,-2.096952805229772,-3.5051126794498106,2.838557849814248,1.2541836590759543,-0.5929941958546189,0.43866747399093037
800,0.0019360540040720205,1.460342051999411,1.3427303686502319,-0.5901407140949086,-2.097777858357313,-3.51241169366775,2.8456283584453272,1.253420368743831,-0.5921691430582693,0.43852083352353
810,0.001909109658009627,1.4618441222684824,1.3434814037847627,-0.5917647106352081,-2.098589856360091,-3.5196115600007607,2.8526038466260766,1.2526693336093175,-0.5913571453732106,0.4383767409977505
820,0.0018828877464639583,1.4633223971150613,1.3442205412080466,-0.593363347746076,-2.0993891746588855,-3.5267148896035607,2.8594867980162877,1.2519301961860492,-0.5905578273793984,0.4382351201360361
830,0.00185735994961503,1.4647775616977121,1.3449481234993652,-0.5949373453948489,-2.1001761732367834,-3.533724192800791,2.8662796009372182,1.251202613894744,-0.5897708290944293,0.4380958978518173
840,0.0018324993971250993,1.4662102729644608,1.3456644791327335,-0.5964873943113674,-2.100951197458169,-3.5406418841790024,2.8729845531627705,1.2504862582613891,-0.5889958051545635,0.43795900407967925
850,0.0018082805771034317,1.4676211611513978,1.3463699232261963,-0.5980141575201268,-2.1017145788347835,-3.5474702873627737,2.8796038664146595,1.2497808141679396,-0.5882324240486548,0.4378243716164271
860,0.001784679251816548,1.4690108311843235,1.347064758242654,-0.599518271774633,-2.1024666357429087,-3.554211639498095,2.8861396705832005,1.2490859791514952,-0.5874803674009803,0.4376919359722344
870,0.0017616723795702387,1.4703798639907975,1.3477492746458843,-0.6010003489012882,-2.1032076740953065,-3.5608680954642007,2.892594017693506,1.248401462748276,-0.5867393292993048,0.4375616352311297
880,0.0017392380422441593,1.4717288177293177,1.3484237515151387,-0.6024609770595062,-2.1039379879712676,-3.5674417318332834,2.89896888563523,1.2477269858790327,-0.5860090156648233,0.4374334099201397
890,0.0017173553780093361,1.4730582289417775,1.349088457121363,-0.6039007219241914,-2.104657860207862,-3.573934550595913,2.905266181672515,1.2470622802728195,-0.58528914366093,0.43730720288646124
900,0.001696004518802622,1.4743686136348149,1.3497436494678778,-0.6053201277961953,-2.105367562955145,-3.5803484826685352,2.9114877457494766,1.2464070879263158,-0.5845794411379925,0.4371829591820916
910,0.0016751665321716516,1.4756604682952232,1.3503895767980785,-0.606719718645903,-2.106067358197974,-3.586685391198125,2.9176353536052924,1.2457611605961258,-0.5838796461115648,0.4370606259553845
920,0.001654823367139296,1.4769342708441302,1.3510264780725272,-0.6080999990946874,-2.1067574982467145,-3.592947074677843,2.9237107197118593,1.245124259321686,-0.5831895062716608,0.43694015234905037
930,0.0016349578037681807,1.478190481534297,1.3516545834176061,-0.609461455338568,-2.1074382261990725,-3.59913526988649,2.929715500045998,1.244496153976616,-0.5825087785209293,0.43682148940415444
940,0.0016155534061346023,1.4794295437945113,1.352274114547709,-0.6108045560180817,-2.1081097763750316,-3.6052516546635256,2.935651294707197,1.243876622846522,-0.581837228539722,0.4367045899696982
950,0.0015965944784468835,1.480651885024749,1.3528852851628244,-0.6121297530380453,-2.108772374726736,-3.6112978505305344,2.9415196503911027,1.2432654522314155,-0.5811746303762134,0.43658940861740864
960,0.0015780660240663157,1.4818579173454807,1.353488301323187,-0.6134374823406002,-2.1094262392250065,-3.6172754251691934,2.9473220627281465,1.2426624360710616,-0.5805207660598843,0.4364759015613827
970,0.001559953707209981,1.4830480383042175,1.354083361802553,-0.6147281646346759,-2.1100715802240697,-3.6231858947650184,2.9530599784960203,1.2420673755917047,-0.5798754252367891,0.4363640265822654
980,0.0015422438171334197,1.4842226315421867,1.3546706584215327,-0.6160022060847558,-2.11070860080594,-3.6290307262255004,2.9587347977140497,1.2414800789727318,-0.5792384048251757,0.43625374295566294
990,0.0015249232346085516,1.4853820674237659,1.3552503763623183,-0.6172599989616189,-2.1113374971057968,-3.6348113392806,2.964347875626935,1.240900361031953,-0.5786095086901172,0.43614501138451356
1000,0.00150797940052755,1.4865267036311307,1.3558226944659968,-0.6185019222575279,-2.1119584586195725,-3.6405291084729705,2.9699005245847694,1.240328042928281,-0.5779885473359191,0.4360377939351609
1010,0.0014914002864775408,1.4876568857263808,1.3563877855136182,-0.6197283422681449,-2.1125716684949087,-3.6461853650447673,2.9753940158257604,1.2397629518806663,-0.5773753376151645,0.43593205397689444
1020,0.001475174367143734,1.4887729476832279,1.3569458164920385,-0.6209396131432969,-2.113177303806541,-3.6517813987274095,2.9808295811676273,1.2392049209022526,-0.5767697024533298,0.4358277561247345
1030,0.0014592905944102136,1.4898752123901917,1.357496948845517,-0.6221360774085531,-2.1137755358170853,-3.6573184594401935,2.986208414613197,1.2386537885487807,-0.5761714705880017,0.4357248661852606
1040,0.0014437383730381858,1.4909639921271014,1.3580413387139698,-0.6233180664594288,-2.1143665302241317,-3.6627977589032596,2.9915316738753734,1.2381093986803346,-0.5755804763217733,0.4356233511052937
1050,0.0014285075378110378,1.4920395890165696,1.3585791371587017,-0.6244859010299156,-2.1149504473945298,-3.6682204721700247,2.9968004818262606,1.2375716002356094,-0.5749965592879819,0.4355231789232543
1060,0.0014135883320443986,1.493102295451979,1.3591104903764029,-0.6256398916369028,-2.1155274425865795,-3.6735877390838407,3.002015927874922,1.237040247017914,-0.5744195642284986,0.4354243187230367
1070,0.001398971387367276,1.494152394503428,1.3596355399021234,-0.626780339001951,-2.1160976661609245,-3.678900665663318,3.0071790692779308,1.236515197492198,-0.5738493407828423,0.4353267405902449
1080,0.001384647704687643,1.495190160302974,1.3601544228018931,-0.6279075344517812,-2.1166612637807942,-3.684160325420459,3.0122909323866103,1.2359963145924326,-0.573285743287937,0.4352304155706477
1090,0.0013706086362626998,1.4962158584104126,1.360667271855609,-0.6290217602987385,-2.1172183766022385,-3.689367760615444,3.017352513834567,1.2354834655387212,-0.5727286305878805,0.4351353156307246
1100,0.0013568458687997843,1.497229746160747,1.3611742157307731,-0.6301232902024141,-2.1177691414549358,-3.6945239834516936,3.022364781668936,1.2349765216635615,-0.5721778658531336,0.4350414136201766
1110,0.001343351407519799,1.49823207299444,1.3616753791476164,-0.631212389513526,-2.118313691014134,-3.6996299772145735,3.027328676428462,1.2344753582467227,-0.5716333164085826,0.43494868323628866
1120,0.001330117561119914,1.4992230807714393,1.3621708830361137,-0.6322893156010773,-2.118852153964225,-3.7046866973568844,3.032245112171421,1.2339798543582314,-0.5710948535699581,0.4348570989900356
1130,0.0013171369275770863,1.500203004069932,1.3626608446853579,-0.633354318163759,-2.1193846551544517,-3.7096950725340894,3.0371149774561186,1.233489892708994,-0.5705623524881362,0.43476663617383277
1140,0.0013044023807383053,1.5011720704706855,1.3631453778857328,-0.6344076395264849,-2.1199113157471796,-3.7146560055920337,3.0419391362765693,1.2330053595086257,-0.5700356920008706,0.43467727083083824
1150,0.0012919070576471092,1.502130500827806,1.363624593064291,-0.6354495149228988,-2.1204322533591378,-3.7195703745097504,3.0467184289557943,1.2325261443300741,-0.5695147544915394,0.4345889797257176
1160,0.001279644346560009,1.5030785095266783,1.3640985974137245,-0.6364801727646355,-2.1209475821960546,-3.7244390332997632,3.0514536729990005,1.2320521399806472,-0.5689994257545176,0.43450174031678995
1170,0.0012676078756093528,1.504016304729796,1.364567495015281,-0.6374998348980662,-2.1214574131810338,-3.729262812868162,3.0561456639087923,1.2315832423790973,-0.5684895948668027,0.4344155307294812
1180,0.0012557915020725337,1.504944088611161,1.365031386955962,-0.638508716849216,-2.121961854077006,-3.7340425218365816,3.060795175964413,1.231119350438423,-0.5679851540655565,0.4343303297310089
1190,0.0012441893022100373,1.5058620575798753,1.3654903714403175,-0.6395070280574969,-2.1224610096036036,-3.738778947328094,3.065402962966893,1.2306603659540734,-0.5674859986312397,0.4342461167062345
1200,0.0012327955616376954,1.5067704024935085,1.365944543897131,-0.6404949720988558,-2.1229549815487263,-3.7434728557188723,3.069969758951893,1.2302061934972643,-0.5669920267760379,0.43416287163461853
1210,0.001221604766200654,1.5076693088617954,1.3663939970812715,-0.6414727468989042,-2.1234438688751105,-3.7481249933574214,3.074496278871885,1.2297567403131282,-0.5665031395372976,0.4340805750682212
1220,0.0012106115933189219,1.5085589570411866,1.366838821170964,-0.6424405449365612,-2.1239277678221486,-3.752736087253015,3.0789832192492526,1.2293119162234403,-0.566019240675705,0.43399920811068976
1230,0.0011998109037764549,1.5094395224207262,1.3672791038607304,-0.6433985534387066,-2.1244067720032174,-3.7573068457349095,3.0834312588017543,1.2288716335336782,-0.5655402365779585,0.4339187523971854
1240,0.0011891977339274513,1.5103111755997203,1.367714930450224,-0.6443469545663133,-2.1248809724987425,-3.7618379590838065,3.087841059041793,1.228435806944189,-0.5650660361637051,0.43383919007519456
1250,0.0011787672882954878,1.511174082557619,1.3681463839291712,-0.6452859255924968,-2.1253504579452236,-3.766330100136959,3.0922132648507197,1.2280043534652463,-0.564596550796514,0.43376050378618497
1260,0.0011685149325425985,1.5120284048165245,1.368573545058622,-0.6462156390728997,-2.125815314620424,-3.770783924868203,3.096548505029472,1.2275771923357999,-0.5641316941986867,0.4336826766480588
1270,0.0011584361867870252,1.5128742995966848,1.3689964924487,-0.6471362630087973,-2.1262756265249276,-3.775200072944184,3.1008473928266698,1.2271542449457264,-0.5636713823697016,0.43360569223836243
1280,0.00114852671924956,1.5137119199653473,1.369415302633029,-0.6480479610032925,-2.126731475460236,-3.7795791682578987,3.105110526445271,1.226735434761402,-0.563215533508119,0.4335295345782171
1290,0.0011387823402100139,1.5145414149792993,1.3698300501400031,-0.6489508924109475,-2.1271829411035825,-3.7839218194406765,3.109338489528826,1.226320687254432,-0.5627640679367658,0.4334541881169332
1300,0.00112919899625617,1.5153629298214146,1.3702408075610586,-0.6498452124811739,-2.127630101079627,-3.7882286203536273,3.1135318516282986,1.225909929833381,-0.5623169080310388,0.4333796377172702
1310,0.0011197727648089555,1.5161766059314972,1.3706476456160983,-0.6507310724956913,-2.1280730310291815,-3.7925001505595373,3.1176911686503876,1.2255030917783458,-0.5618739781501773,0.4333058686413175
1320,0.0011104998489085897,1.5169825811317144,1.3710506332162056,-0.6516086199003432,-2.1285118046751252,-3.7967369757761156,3.1218169832882054,1.225100104178243,-0.5614352045713537,0.4332328665369597
1330,0.0011013765722471874,1.5177809897468737,1.371449837523784,-0.652477998431546,-2.1289464938856244,-3.8009396483115103,3.1259098254351496,1.224700899870669,-0.5610005154264512,0.4331606174248995
1340,0.0010923993744345055,1.5185719627197942,1.371845324010244,-0.653339348237623,-2.1293771687348024,-3.8051087074828644,3.1299702125827427,1.2243054133842135,-0.5605698406413957,0.4330891076862133
1350,0.0010835648064841464,1.5193556277220195,1.372237156511357,-0.6541928059952759,-2.129803897560972,-3.8092446800187365,3.1339986502031785,1.223913580883105,-0.5601431118779201,0.4330183240504106
1360,0.001074869526508379,1.5201321092600784,1.3726253972803861,-0.6550385050214192,-2.130226747022551,-3.813348080446111,3.1379956321172666,1.2235253401140802,-0.5597202624776476,0.4329482535839758
1370,0.0010663102956103864,1.5209015287775163,1.3730101070391052,-0.6558765753805925,-2.1306457821517752,-3.817419411462689,3.1419616408484523,1.2231406303553656,-0.5593012274083862,0.4328788836793686
1380,0.0010578839739635827,1.521664004752894,1.3733913450267938,-0.6567071439881658,-2.1310610664062968,-3.821459164295148,3.145897147963529,1.2227593923676814,-0.5588859432125255,0.43281020204445997
1390,0.0010495875170680987,1.5224196527939378,1.3737691690473157,-0.6575303347095253,-2.1314726617187745,-3.825467819043972,3.149802614400629,1.222381568347164,-0.5584743479574443,0.43274219669238656
1400,0.001041417972175185,1.5231685857280257,1.3741436355143593,-0.6583462684554255,-2.131880628544554,-3.82944584501547,3.1536784907850772,1.2220071018801248,-0.558066381187834,0.4326748559318018
1410,0.0010333724748708682,1.5239109136891724,1.374514799494932,-0.6591550632736887,-2.1322850259075152,-3.8333937010415418,3.157525217733622,1.2216359378995565,-0.5576619838798504,0.4326081683575052
1420,0.001025448245810621,1.524646744201677,1.3748827147511842,-0.6599568344374072,-2.1326859114441774,-3.837311835787723,3.1613432261475665,1.2212680226433086,-0.5572610983970114,0.432542122841435
1430,0.0010176425875973933,1.5253761822605834,1.3752474337806353,-0.6607516945298139,-2.1330833414461283,-3.8412006880500345,3.165132937495272,1.2209033036138597,-0.5568636684477615,0.4324767085240045
1440,0.0010099528817956935,1.5260993304090964,1.37560900785489,-0.6615397535259698,-2.1334773709008696,-3.8450606870410953,3.168894764084499,1.2205417295396073,-0.5564696390446301,0.4324119148057693
1450,0.0010023765860748405,1.5268162888130907,1.3759674870568848,-0.6623211188714008,-2.1338680535311387,-3.8488922526659883,3.1726291093250105,1.2201832503376147,-0.5560789564649109,0.43234773133940907
1460,0.0009949112314750423,1.5275271553328382,1.3763229203167568,-0.6630958955578323,-2.134255441832775,-3.8526957957882972,3.1763363679818584,1.2198278170777448,-0.5556915682127974,0.43228414802201043
